Player_ID,Name,Rank,Preferred Positions,Age,10-Jan,RankPOT
509,Sivera,66,GK,21,17,6675
174,Soldado,78,ST,32,6,7878
59,Stefan Savi?,82,CB,26,2,8286
107,Stevan Joveti?,80,STCAM,27,4,8081
47,Steven N'Zonzi,83,CDMCM,28,2,8383
576,Sulayman Marreh,63,CDMCB,21,20,6370
175,Susaeta,78,RWLW,29,6,7878
430,Sverrir Ingi Ingason,71,CBRB,24,15,7176
623,Tachi,60,CB,19,21,6077
176,Takashi Inui,78,LMRM,29,6,7878
299,Tana,75,RMCMLMCAM,26,10,7576
376,Tano Bonnin,73,CBRBRWB,27,13,7375
514,Tarsi,66,CMCDM,22,18,6675
177,Theo Bongonda,78,LWLMRW,21,6,7884
328,Theo Hern?ndez,74,LBLM,19,11,7488
240,Thomas Partey,76,CDMCMRM,24,8,7682
267,Timor,76,CDMCMCB,27,9,7677
339,Tito,74,RBLBCBRWB,32,12,7474
472,To?o Ramirez,69,GK,30,16,6970
12,Toni Kroos,88,CMCDM,27,1,8889
412,Toquero,72,STRMLM,33,14,7272
418,Uche Agbo,71,CMCDMCB,21,14,7179
413,Unai Garcia,72,CB,24,14,7278
388,Unai L?pez,72,RMCMCDMCAM,21,13,7279
493,Unai Sim?n,67,GK,20,17,6782
329,V?ctor ?lvarez,74,LMLBCM,24,11,7480
340,V?ctor D?az,74,RBRWBLB,29,12,7474
60,V?ctor Ru?z,82,CB,28,2,8283
615,V?ctor Ruiz,61,LBCB,22,21,6167
458,Vesga,70,CDMCM,24,16,7077
139,Vicente G?mez,79,CMCDM,28,5,7979
209,Victor S?nchez,77,RBLBCM,29,7,7777
473,Victorien Angban,69,CDMCM,20,16,6977
419,Vigaray,71,RBLBCB,22,14,7179
48,Vitolo,83,LMRM,27,2,8383
389,Walter Montoya,72,RMRW,24,13,7278
483,Wilfrid Kaptoum,68,CMCDM,21,17,6876
90,Williams,80,RWSTLW,23,3,8086
140,Willian Jos?,79,STCAM,25,5,7984
89,Wissam Ben Yedder,81,ST,27,3,8182
141,Xabi Prieto,79,CMCAMRW,33,5,7979
431,Xavi Torres,71,CDMCM,30,15,7171
30,Yannick Carrasco,84,LMRM,23,1,8488
150,Yeray,78,CBRB,22,5,7884
596,Yeremi Valer?n,62,LB,21,20,6274
341,Yoel,74,GK,28,12,7474
449,Youssef En-Nesyri,70,ST,20,15,7082
230,Yuri,77,LB,27,8,7778
358,Zakaria Bakkali,73,RWLWLM,21,12,7380
359,Zald?a,73,RB,25,12,7378
342,Zdravko Kuzmanovi?,74,CMCDM,29,12,7474
210,Zouhair Feddal,77,CBLB,28,7,7778
474,Zubeldia,69,CM,20,16,6981
142,Zurutuza,79,CMCAMLW,31,5,7979
